entry	scowlSize	tags	partOfSpeech	posClass	sourceLineNumber	scowlInfo
transl	60		abbr		397176	60
transl.	60		abbr		397175	60
transp.	80	moby	abbr		397345	80 [moby]
treas	50		abbr		397957	50
treas.	50		abbr		397956	50
trig.	80	moby	abbr		399183	80 [moby]
TRIP	80	upper	unclassified	abbr?	399594	80 [upper]
tsp	40		abbr		401325	40
tsp.	40		abbr		401324	40
TSR	80	ucacr	n	abbr?	401333	80 [ucacr]
Tu.	60		abbr		401361	60
TUC	70	3of6	unclassified	abbr?	401591	70 [3of6]
Tue.	60		abbr		401655	60
Tues.	40		abbr		401659	40
TUI	60	extra	n	abbr	401728	60 [extra]
Turk.	60		abbr		402371	60
TVA	60		unclassified	abbr?	402917	60
twp	60		abbr		403506	60
twp.	60		abbr		403505	60
Twp.	60		abbr		403508	60
TWX	60		unclassified	abbr?	403512	60
typ.	80	moby	abbr		403673	80 [moby]
typw.	80	moby	abbr		403850	80 [moby]
U.	60		abbr		404019	60
U.A.R.	80	moby	abbr		404029	80 [moby]
u.c.	60		abbr		404089	60
U.C.	80	moby	abbr		404091	80 [moby]
U.N.	60		abbr		405066	60
u.s.	80	moby	abbr		417472	80 [moby]
U.S.S.	70	moby	abbr		417609	70 [moby]
U.S.S.R.	60		abbr		417613	60
U.V.	80	moby	abbr		417906	80 [moby]
UAR	60		unclassified	abbr?	404027	60
UAW	50		unclassified	abbr?	404031	50
uhf	60		abbr		404227	60
UHT	70	3of6	unclassified	abbr?	404243	70 [3of6]
Ukr.	80	moby	abbr		404295	80 [moby]
UL	60		unclassified	abbr?	404306	60
ult	60		abbr		404441	60
ult.	60		abbr		404440	60
Unit.	80	moby	abbr		411069	80 [moby]
univ	60		abbr		411171	60
univ.	60		abbr		411170	60
Univ.	70	moby	abbr		411175	70 [moby]
UPC	50		unclassified	abbr?	416187	50
URL	50	extra	abbr		417270	50 [extra]
Uru.	80	moby	abbr		417443	80 [moby]
USB	50	extra	abbr		417506	50 [extra]
USCG	60		unclassified	abbr?	417510	60
USD	60	extra	abbr		417512	60 [extra]
USENET	70	5desk	unclassified	abbr?	417545	70 [5desk]
USIA	60		unclassified	abbr?	417575	60
USM	70	moby	unclassified	abbr?	417581	70 [moby]
USO	50		unclassified	abbr?	417591	50
USS	50		unclassified	abbr?	417607	50
usu	60		abbr		417637	60
usu.	60		abbr		417639	60
UTC	50	extra	abbr		417718	50 [extra]
UVA	70	3of6 ucacr	unclassified	abbr?	417908	70 [3of6] 80 [ucacr]
UVB	70	3of6 ucacr	unclassified	abbr?	417920	70 [3of6] 80 [ucacr]
UZI	80	upper	n	abbr?	417982	80 [upper]
v	50		abbr		417991	50
v.	50		abbr		417990	50
V.	80	moby	abbr		417999	80 [moby]
v. aux.	80	moby	abbr		419684	80 [moby]
V. Rev.	80	moby	abbr		424971	80 [moby]
v.a.	80	moby	abbr		418009	80 [moby]
V.A.	80	moby	abbr		418013	80 [moby]
V.C.	80	moby	abbr		419717	80 [moby]
v.d.	80	moby	abbr		419725	80 [moby]
v.g.	80	moby	abbr		421707	80 [moby]
v.i.	60		abbr		421719	60
V.I.	70	moby	abbr		421721	70 [moby]
V.M.D.	60		abbr		424034	60
V.R.	80	moby	abbr		424959	80 [moby]
v.s.	80	moby	abbr		424995	80 [moby]
v.t.	60		abbr		425013	60
v.v.	80	moby	abbr		425197	80 [moby]
V.W.	80	moby	abbr		425199	80 [moby]
val	60		abbr		418324	60
val.	60		abbr		418323	60
VAR	70	moby upper	unclassified	abbr?	419121	70 [moby] 80 [upper]
var.	60		n	abbr?	419117	60
Vat.	80	moby	abbr		419557	80 [moby]
VAX	50		n	abbr?	419703	50 hacker
vb	60		abbr		419709	60
vb.	70	moby	abbr		419711	70 [moby]
vel.	70	moby	abbr		420024	70 [moby]
Ven.	80	moby	abbr		420189	80 [moby]
vert	70	moby ukacd	abbr		421307	70 [moby] 85 [ukacd]
vet	60		abbr		421602	60
vet.	60		abbr		421601	60
VF	60		unclassified	abbr?	421701	60
VG	60		unclassified	abbr?	421705	60
VGA	60		unclassified	abbr?	421709	60
vhf	60		abbr		421713	60
VHS	60		unclassified	abbr?	421715	60
Vic.	80	moby	abbr		421877	80 [moby]
vil.	80	moby	abbr		422449	80 [moby]
vis	85	ukacd	abbr		423210	85 [ukacd]
VISTA	60		unclassified	abbr?	423458	60
viz	85	ukacd	abbr		423963	85 [ukacd]
viz.	50		av	abbr?	423957	50
VJ	60		unclassified	abbr?	423993	60
vlf	60		abbr		424018	60
VLSI	80	ucacr	unclassified	abbr?	424028	80 [ucacr]
vo.	80	moby	abbr		424042	80 [moby]
VOA	60		unclassified	abbr?	424044	60
voc.	70	moby	abbr		424048	70 [moby]
vocab	60		abbr		424056	60
vocab.	60		abbr		424055	60
vol	40		abbr		424300	40
vol.	40		abbr		424299	40
vols	50	extra ukacd	abbr		424493	50 [extra] 85 [ukacd]
vols.	80	moby	abbr		424495	80 [moby]
VOR	80	ucacr	unclassified	abbr?	424744	80 [ucacr]
VP	50		unclassified	abbr?	424953	50
vs	40		abbr		424985	40
vs.	40		abbr		424984	40
VSO	70	3of6	unclassified	abbr?	425007	70 [3of6]
VTOL	60		unclassified	abbr?	425021	60
Vul.	80	moby	abbr		425035	80 [moby]
vulg.	70	moby	abbr		425090	70 [moby]
Vulg.	60		abbr		425088	60
vv.	80	moby	abbr		425195	80 [moby]
VX	80	ucacr	unclassified	abbr?	425201	80 [ucacr]
w	85	ukacd	abbr		425225	85 [ukacd]
w.	60		abbr		425213	60
W.	60		abbr		425217	60
W.A.	80	moby	abbr		425229	80 [moby]
w.b.	80	moby	abbr		428447	80 [moby]
w.c.	80	moby	abbr		428453	80 [moby]
W.C.T.U.	80	moby	abbr		428459	80 [moby]
W.D.	80	moby	abbr		428463	80 [moby]
w.f.	80	moby	abbr		430208	80 [moby]
W.I.	60		abbr		431973	60
w.l.	80	moby	abbr		434230	80 [moby]
W.O.	80	moby	abbr		434244	80 [moby]
W.Va.	60		abbr		436442	60
WAF	80	upper	unclassified	abbr?	425416	80 [upper]
Wal.	80	moby	abbr		425855	80 [moby]
WAP	70	3of6	unclassified	abbr?	426503	70 [3of6]
wc	80	lcacr	abbr		428451	80 [lcacr]
wcs	80	lcacr	abbr		428457	80 [lcacr]
wd.	70	moby	abbr		428461	70 [moby]
Wed.	40		abbr		428931	40
Weds.	70	3of6	unclassified	abbr?	429001	70 [3of6]
whf.	80	moby	abbr		430758	80 [moby]
whsle.	80	moby	abbr		431938	80 [moby]
Wisd.	80	moby	abbr		433785	80 [moby]
wk	40		abbr		434222	40
wk.	40		abbr		434221	40
wkly.	50		abbr		434226	50
wmk.	80	moby	abbr		434236	80 [moby]
WP	60		unclassified	abbr?	435958	60
WRAC	70	3of6 moby	unclassified	abbr?	435964	70 [3of6] [moby]
WRAF	70	3of6 moby	unclassified	abbr?	435973	70 [3of6] [moby]
wt	40		abbr		436374	40
wt.	40		abbr		436373	40
WTO	50	extra	abbr		436378	50 [extra]
WW	60		unclassified	abbr?	436446	60
WWI	50		unclassified	abbr?	436448	50
WWII	50		unclassified	abbr?	436450	50
WWW	50	extra	abbr		436454	50 [extra]
WYSIWYG	50	extra	abbr		436574	50 [extra]
XML	50	extra	abbr		437019	50 [extra]
Xn.	80	moby	abbr		437023	80 [moby]
Xnty.	80	moby	abbr		437025	80 [moby]
XS	50		unclassified	abbr?	437052	50
Xt.	80	moby	abbr		437064	80 [moby]
XXL	60		unclassified	abbr?	437092	60
XYZ	80	ucacr	unclassified	abbr?	437242	80 [ucacr]
y.	70	moby	abbr		437250	70 [moby]
Y.	80	moby	abbr		437256	80 [moby]
Y.M.C.A.	70	moby	abbr		438338	70 [moby]
Y.M.H.A.	70	moby	abbr		438342	70 [moby]
Y.T.	70	moby	abbr		438788	70 [moby]
Y.W.C.A.	70	moby	abbr		438993	70 [moby]
Y.W.H.A.	70	moby	abbr		438997	70 [moby]
YAG	80	upper	unclassified	abbr?	437325	80 [upper]
yd	40		abbr		437802	40
yd.	40		abbr		437801	40
YMHA	50		unclassified	abbr?	438340	50
YMMV	50	extra	abbr		438346	50 [extra]
yr	40		abbr		438758	40
yr.	40		abbr		438757	40
yrs.	40		abbr		438772	40
YT	60		unclassified	abbr?	438786	60
Yugo.	80	moby	abbr		438864	80 [moby]
YWHA	50		unclassified	abbr?	438995	50
z.	80	moby	abbr		439007	80 [moby]
Zech.	80	moby	abbr		439413	80 [moby]
Zeph.	80	moby	abbr		439565	80 [moby]
zool.	70	moby	abbr		440309	70 [moby]
ZZZ	80	upper	unclassified	abbr?	440923	80 [upper]
