entityId	languageTag	alias
Q1039346	en	Shompen language
Q10408315	en	Ame
Q10408315	en	Ami language
Q10408315	en	Amijangal
Q1041	en	Republic of Senegal
Q1041765	en	Guaranish
Q1041765	en	Guarañol
Q1041765	en	Jopará
Q1041765	en	Yopara
Q1041765	en	Yopará
Q1042	en	Republic of Seychelles
Q1042	en	sc
Q1042	en	SEY
Q104224080	en	Mbessa language
Q10425920	en	Bandjigali dialect
Q10425920	en	Pantyikali
Q10425920	en	Pantyikali dialect
Q10427485	en	Payungu
Q104302	en	Chorzow
Q104302	en	Königshütte
Q1044	en	Republic of Sierra Leone
Q1044	en	sl
Q1044	en	SLE
Q1045	en	Federal Republic of Somalia
Q10465931	en	Dagoman language
Q10467281	en	Dayi dialect
Q10467281	en	Dhay'yi
Q10470289	en	Tharrkari language
Q104712	en	Elbing
Q104720	en	Grünberg
Q104720	en	Grünberg in Schlesien
Q104720	en	Grünberg in Silesia
Q104720	en	Zielona Gora
Q104725	en	Plock
Q1047293	en	U.C. Santa Cruz
Q1047293	en	UC Santa Cruz
Q1047293	en	UC, Santa Cruz
Q1047293	en	UCSC
Q1047293	en	University of California Santa Cruz
Q104731	en	Gorzów
Q104731	en	Lãdzberch
Q104731	en	Landsberg
Q104731	en	Landsberg an der Warthe
Q10474818	en	Djangun language
Q104834820	en	Dana language
Q104841730	en	Zala language
Q104842001	en	Garandi language
Q1048461	en	Floating University
Q10488401	en	Erre language
Q1049	en	al-Sudan
Q1049	en	as-Sudan
Q1049	en	as-Sūdān
Q1049	en	North Sudan
Q1049	en	Republic of Sudan
Q1049	en	Republic of the Sudan
Q1049	en	sd
Q1049	en	Soudan
Q1049	en	SUD
Q1049	en	the Sudan
Q1050	en	eSwatini
Q1050	en	Kingdom of Eswatini
Q1050	en	Kingdom of Swaziland
Q1050	en	Swaziland
Q1050	en	sz
Q1050	en	Umbuso weSwatini
Q10502327	en	Gamberre
Q105031	en	Home Alone 1
Q105037	en	Callao city
Q105037	en	El Callao
Q105048	en	Slupsk
Q105048	en	Stolp
Q105048	en	Stôłpsk
Q105060	en	Sosnovets
Q105060	en	Sosnovice
Q105060	en	Sosnovits
Q105060	en	Sosnovitz
Q105060	en	Sosnovitze
Q105060	en	Sosnovyets
Q105060	en	Sosnowez
Q105061442	en	Pro-Tactile
Q105061442	en	Protactile American Sign Language
Q105061442	en	Protactile ASL
Q105084	en	Gleiwitz
Q105092416	en	Yãnoma language
Q10511016	en	Gurindji language
Q10511230	en	Kuyani
Q105150962	en	Bauni language
Q105161535	en	Ruwila language
Q105196677	en	Zula language
Q105198599	en	Mozambique Ngoni
Q105198599	en	Ngoni (Mozambique)
Q105198599	en	Xingoni
Q105198600	en	Ngoni (Tanzania)
Q105198636	en	Koro Nulu language
Q105198637	en	Koro Zuba language
Q105198744	en	Kobo language
Q1052614	en	USU
Q1052614	en	usu.edu
Q1052614	en	Utah Agricultural College
Q1052614	en	Utah State Agricultural College
Q105320180	en	Warekena Velha language
Q1053535	en	p5
Q1053535	en	Proce55ing
Q10535532	en	Ingrian Finnish
Q105360304	en	Suansu language
Q105394037	en	Namut-Nginamanu language
Q10543322	en	Kanju language
Q105453097	en	Missong language
Q10547021	en	Gugada
Q10547021	en	Kokata language
Q10547021	en	Kokatha dialect
Q10547021	en	Kokatha language
Q10547021	en	Kukatha
Q10549849	en	Kugu-Muminh
Q1055287	en	Sani language
Q105582944	en	Ghorbat
Q105582944	en	Ghorbati language
Q105582944	en	Kurbat
Q105582944	en	Qorbati
Q1056057	en	Microsoft BASIC Professional Development System
Q1056057	en	Microsoft QuickBASIC
Q1056057	en	QB
Q1056373	en	GU
Q10566515	en	Ipiko language
Q105677219	en	Lung language
Q1057199	en	Hokkaidō daigaku
Q1057199	en	Hokkaidō University
Q1057199	en	Hokudai
Q10575155	en	Madngele
Q10575155	en	Matngele language
Q10575729	en	Malapandaram language
Q10575729	en	mjp
Q10576387	en	Mangerr language
Q10576453	en	Manna-Dora language
Q10577274	en	Maridjabin language
Q10577823	en	Magadige
Q10577823	en	Magati Gair
Q10577823	en	Magati-Ge
Q10577823	en	Mati Ke
Q1057802	en	ABC programming language
Q1057802	en	JSON
Q1057898	en	Emigliàn
Q1057898	en	Emigliân
Q1057898	en	Emilian dialects
Q1057898	en	Emilian language
Q1057898	en	Emiliano
Q10586712	en	Miwa language
Q105953310	en	Ancient Manipuri
Q105953310	en	Ancient Meetei
Q105953310	en	Ancient Meitei
Q105953310	en	Antique Manipuri
Q105953310	en	Antique Meetei
Q105953310	en	Antique Meitei
Q105953310	en	Archaic Manipuri
Q105953310	en	Archaic Meetei
Q105953310	en	Archaic Meitei
Q105953310	en	Old Manipuri
Q105953310	en	Old Meetei
Q105953310	en	omp
Q105953310	en	omp language
Q10600380	en	Agarinman
Q10600380	en	ainman
Q10600380	en	Airiman
Q10600380	en	Hainman
Q10600380	en	Hairiman
Q10600380	en	Heineman
Q10600380	en	Hyneman
Q10600380	en	Nariman
Q10600380	en	Narinman
Q10600380	en	Ngaiman
Q10600380	en	Ngaimmun
Q10600380	en	Ngainman
Q10600380	en	Ngainmun
Q10600380	en	Ngaringman
Q10600380	en	Ngarinyman
Q10600380	en	Ngarnman
Q10600380	en	Ngraimun
Q10600380	en	Ngrainmun
Q10604066	en	Nugunu (Australia)
Q10604066	en	Nukunu language
Q10604222	en	Now-Swedish
Q10604222	en	nusvenska
Q10604331	en	Yanggal
Q10604331	en	Yangkaal
Q10604331	en	Yangkaal language
Q106103295	en	Bura language
Q1062121	en	The University of South Pacific
Q1062121	en	The University of the South Pacific
Q1062121	en	USP
Q10632026	en	Pindiini
Q10632026	en	Wangkatha
Q1063665	en	Prague School of Economics
Q1063665	en	University of Economics
Q1063665	en	VŠE
Q1063665	en	Vysoká škola ekonomická v Praze
Q106398670	en	Kshatriya Pawar
Q106398670	en	Pawari
Q106398670	en	पवारी
Q106398670	en	भोयरी
Q1064482	en	Khitan language
Q1064482	en	Kitan
Q1064516	en	csh
Q1064516	en	Csh
Q1064516	en	csh.1
Q1064516	en	csh(1)
Q1064516	en	tcsh
Q1065414	en	Free University of Amsterdam
Q1065414	en	V. U.
Q1065414	en	V. U. Amsterdam
Q1065414	en	V.U.
Q1065414	en	V.U. Amsterdam
Q1065414	en	Vrije University Amsterdam
Q1065414	en	VU Amsterdam
Q1065414	en	vu.nl
Q106554801	en	Yulparirra language
Q106554892	en	Kartutjarra language
Q106583	en	Bielsko-Biala
Q106608619	en	Blimaw language
Q106638475	en	Marawá language
Q1067986	en	Khazaric
Q1067986	en	Khazaris
Q1067986	en	zkz
Q1068097	en	Oksapmin language
Q1068112	en	Manado Malay
Q10686	en	Beal Feirste
Q10686	en	Béal Feirste
Q10686	en	Belfast, Northern Ireland
Q10690	en	Caerdydd
Q10690	en	Cardiff, South Glamorgan
Q10690	en	Cardiff, UK
Q10690	en	Cardiff, United Kingdom
Q10690	en	Cardiff, Wales
Q106919818	en	Loro language
Q106920085	en	Boze language
Q106934583	en	Gusu language
Q1069994	en	Science University of Tokyo
Q1069994	en	Tōkyō Rika Daigaku
Q1070391	en	Sabaean language
Q10706951	en	Kuwema
Q10706951	en	Kuwema language
Q10706951	en	Tyaraity language
Q10706951	en	Tyeraity
Q10706951	en	Tyeraity language
Q107086896	en	Bunu language
Q107086981	en	Moro language
Q107087480	en	Shammo languages
Q107094	en	Rybnik, Silesian Voivodeship
Q10710522	en	Urningangg language
Q10713	en	Luish
Q10713	en	Luvian
Q10713	en	Luwian language
Q10717	en	Garden City of the Caribbean
Q10717	en	Georgetown, British Guiana
Q107175785	en	Chakpa language
Q10720039	en	Wik-Me'anha language
Q10720039	en	Wik-Me'nh language
Q10720045	en	Kugu Nganhcara language
Q1072029	en	Prifysgol Cymru
Q1072029	en	University of Wales, Swansea
Q107222330	en	Husband
Q10723405	en	Nhangu language
Q10723405	en	Yan-nhangu
Q10723454	en	Yawarrawarrka
Q10723541	en	Bularnu
Q10723541	en	Dhidhanu
Q10723541	en	Inchalachee
Q10723541	en	Inchalanchee
Q10723541	en	Indjilandji
Q10723541	en	Indjilindji
Q10723541	en	Indjurandji
Q10723541	en	Indkilindji
Q10723541	en	Injilinji
Q10723541	en	Intjilatja
Q10723597	en	yngre nysvenska
Q107258515	en	Imperial Iran
Q107258515	en	Imperial state of Iran
Q107258515	en	Pahlavi regime
Q107283523	en	Kotoxó language
Q10729616	en	aoc
Q10729616	en	Pemon language
Q107313245	en	Tai Meuay language
Q107388730	en	Old Maxakalí
Q107388730	en	Ritual Maxakalí language
Q107388867	en	Kapoxó language
Q107401	en	Samassia
Q107401	en	Sebasteia
Q107401	en	Sebastia
Q107401	en	Sivas City
Q1074103	en	University of Science & Technology of China
Q1074103	en	USTC
Q107410460	en	Kukkusi
Q107410460	en	Kukkusi dialect
Q107410460	en	Kukkuzi dialect
Q10751739	en	Atzingo Matlatzinca
Q10751739	en	Ocuiltec
Q10751739	en	Ocuiltec language
Q107548681	en	Noakhailla
Q107548681	en	Noakhali Bengali
Q107548681	en	Noakhalia
Q107548681	en	Noakhalian
Q107548681	en	Noakhalian language
Q107548681	en	Noakhaliyo
Q107548681	en	oak
Q107582	en	Wenden
Q1076606	en	Université de Ouagadougou
Q1076606	en	Université Joseph Ki-Zerbo
Q1076606	en	Université Ouaga I
Q1076606	en	Université Ouaga I JKZ
Q1076606	en	Université Ouaga I Joseph Ki-Zerbo
Q1076606	en	University of Ouaga I
Q1076606	en	University of Ouagadougou
Q1076606	en	UO
Q107694220	en	Yuanmen language
Q10771067	en	Siroi language
Q107718199	en	Lampung Cikoneng language
Q107722582	en	Bouhin language
Q107722584	en	Ha Em language
Q107722584	en	Ha-Em language
Q107722588	en	Lauhut language
Q107722590	en	Nadou language
Q107722594	en	Zandui language
Q107722596	en	Baisha language
Q107722597	en	Tongzha language
Q107722599	en	Baoting language
Q107722601	en	Changjiang language
Q107722602	en	Moyfaw language
Q1077450	en	Onondaga language
Q107752469	en	Korlaka
Q108099871	en	Alorese Malay
Q108223	en	Balize
Q108672	en	Dombrowa
Q108679	en	Ruda
Q108679	en	Ruda in Oberschlesien
Q108679	en	Ruda Ślionska
Q10884275	en	Chintao
Q10884275	en	Chintau
Q10884275	en	Chintaw
Q10884275	en	Xiandao dialect
Q10884275	en	Xiandao language
Q108887937	en	West Gyalrongic languages
Q1089069	en	Kazukuru language
Q1089116	en	Beary language
Q1089116	en	Byari
Q1089151	en	Bahasa Melayu
Q1089151	en	Sri Lanka Malay
Q1089151	en	Sri Lankan Creole Malay
Q1089151	en	Sri Lankan Malay
Q109092	en	Cill Chainnigh
Q1091095	en	Baniva de Guainía
Q1091095	en	Baniva de Maroa
Q1091095	en	Guarequena
Q1091095	en	Warekena language
Q109165661	en	Maipure–Avane language
Q109252766	en	Ndzerem language
Q109256570	en	Kordali language
Q109256570	en	Kurdalî
Q1093206	en	Kromanti
Q109386	en	Namp'o
Q109386	en	Nampho
Q109386	en	Nampho City
Q109386	en	Nampho-si
Q109386	en	Nampo-si
Q1094046	en	City University London
Q109431506	en	Surabaya dialect
Q109431506	en	Surabaya Javanese language
Q109431506	en	Surabayan Javanese
Q109431506	en	Suroboyoan
Q10949828	en	Ache Yi language
Q10950308	en	Semimi language
Q10950354	en	Angal Heneng
Q10950354	en	West Angal language
Q10950421	en	Maya Samo
Q10951226	en	Kaike language
Q10951553	en	East Angal language
Q10951638	en	South Angal language
Q109537502	en	Khargi language
Q109545809	en	Lampung-Komering languages
Q109545809	en	Lampungic languages
Q10957277	en	Kamula language
Q10958896	en	Polynesian language
Q10961975	en	Yombe
Q10962309	en	Mbowe language
Q10962316	en	Totela language
Q10962737	en	Mashi (Zambia)
Q10962737	en	Mashi language
Q10963134	en	Luimbi language
Q10964025	en	Mbə’ language
Q10974017	en	Guaraijio
Q10974017	en	Huarijio language
Q10974017	en	Varijio
Q10974017	en	Warihio
Q10974879	en	Samo-Matya
Q10975121	en	Cebaara language
Q10975121	en	Cebaara Senoufo
Q10975121	en	Senadi
Q10975121	en	Tyebala
Q10975286	en	Malawi Lomwe language
Q10975396	en	Hungana language
Q10977626	en	Ikizu language
Q10977716	en	Gilima language
Q10990152	en	Ketengban language
Q10990152	en	Kupel
Q10990152	en	Oktengban
Q10994953	en	Kehu language
Q10997740	en	Kimbu language
Q110011	en	Colberg
Q110011	en	Kolberg
Q110011	en	Kolobrzeg
Q11001650	en	Bada’
Q11001650	en	Badanchi
Q11001650	en	Badawa
Q11001650	en	Bat
Q11001650	en	Garaka
Q11001650	en	Jar
Q11001650	en	Jarawan Kogi
Q11001650	en	Kanna
Q11001650	en	Mbada
Q11001650	en	Mbadawa
Q11001650	en	Mbat language
Q11001650	en	Plains Jarawa
Q11001650	en	River Jarawa
Q11001730	en	Lakota Dida language
Q11001779	en	Dombe language
Q11001788	en	Dhaiso language
Q11002210	en	Sunam language
Q11002851	en	EtAZE N 16700794ebi language
Q11003401	en	Doondo language
Q11003439	en	Dendi language
Q11003832	en	Luna language
Q11004218	en	Northern Dagara language
Q11004988	en	Mbwela language
Q11005360	en	Shubi language
Q11006056	en	Ilolo
Q11007144	en	Phimbi language
Q11008162	en	Tchumbuli language
Q11009194	en	Notre language
Q11010149	en	Aka language
Q11010149	en	Yaka (Central African Republic)
Q11011389	en	Ija-Zuba language
Q11011870	en	Fum language
Q11011905	en	Moingi language
Q11013108	en	Motembo-Kunda-Buja
Q11013108	en	Tembo language
Q11015105	en	Gbagyi language
Q11015189	en	Dugun language
Q11016905	en	Gimnime language
Q11017275	en	Láá Láá Bwamu language
Q11017275	en	Laalaa Bwamu language
Q11017443	en	Mbangi language
Q11018863	en	Tengou-Togo Dogon language
Q11019169	en	Nkumbi language
Q11019185	en	Bete Guiberoua language
Q110218	en	Mwanza City
Q11022615	en	Amblong language
Q11024697	en	Baki language
Q11024697	en	Burumba
Q110276967	en	Ciamis Sundanese language
Q110276967	en	East Parahyangan dialect
Q110276967	en	galuh dialect
Q11028619	en	Mashi language
Q11028905	en	Hamba language
Q11028974	en	Southern Kisi
Q11031936	en	Jeli language
Q11031964	en	Mono language
Q11033939	en	Lese language
Q11042324	en	Kamba
Q11042324	en	Kamba language
Q11044246	en	Aribwaung language
Q11044384	en	Yapunda language
Q11044384	en	Yeri
Q11051591	en	Banda-Bambari language
Q11055484	en	Toma language
Q11056292	en	Malawian Sena
Q11057478	en	Ngong
Q110732	en	Waldenburg
Q110736458	en	Wyandotte
Q110812703	en	Ajami Turkic
Q110812703	en	Ajami Turkish
Q1108934	en	A-hmaos
Q1108934	en	Da-Hua Miao
Q1108934	en	Large Flowery Miao
Q110903647	en	Liha language
Q11092831	en	Mulao language
Q1109927	en	Buyang language
Q1110149	en	Proto-Sardinian
Q11110766	en	Ciin-kanyok
Q11120157	en	Ntsambaan
Q11126081	en	Ngbundu language
Q11128329	en	Kokola language
Q11128374	en	Nyiha (Tanzania)
Q11128374	en	Nyiha language
Q11128658	en	Iyive language
Q11128658	en	Uive language
Q11128810	en	Ito language
Q11129537	en	Mendankwe-Nkwen language
Q11129694	en	Bafuchu language
Q11129694	en	Banja language
Q11129694	en	Mbu language
Q11129694	en	Mungyen language
Q11129694	en	Nga language
Q11129694	en	Ngembo language
Q11129733	en	Kire language
Q11130804	en	Dirim language
Q11132859	en	Ngbinda language
Q11132859	en	Ngminda
Q1113311	en	Pechaver
Q1113311	en	Pekhawar
Q1113311	en	Pesháwar
Q1113311	en	Peshawer
Q1113311	en	Peshawur
Q11134434	en	Enwan (Akwa Ibom State)
Q11134434	en	Enwan Oron language
Q11134434	en	Enwang
Q11134434	en	Oron
Q111364697	en	Old Mon language
Q11137618	en	Gbayi language
Q11137851	en	Gundi language
Q11137942	en	Ganzi language
Q11149315	en	Lhao Vo language
Q11149315	en	Lhaovo
Q11149315	en	Maru
Q11150710	en	Malba Birifor language
Q11150710	en	Northern Birifor language
Q11150714	en	Cwi Bwamu language
Q11152236	en	Gimme language
Q1115317	en	Kim Mun language
Q11153465	en	Dagaari Dioula language
Q11155819	en	Bete Daloa language
Q11157042	en	Northern Grebo language
Q1115878	en	Richmond College
Q1115878	en	Richmond University
Q1115878	en	University Richmond
Q11159067	en	Wè Western
Q11159067	en	Western Wee dialect
Q11159524	en	Kagoro language
Q11159532	en	Tseku language
Q11159532	en	tsk
Q11159536	en	Hainyaxo Bozo language
Q11160588	en	Koro Jula
Q11160588	en	Koro language
Q11160588	en	Koro Maninka
Q11163308	en	Awu
Q11163308	en	Awu Yi language
Q11163308	en	Lope language
Q11164947	en	Ndaka language
Q11165235	en	Bantu language
Q11165235	en	Gungu language
Q11167192	en	Lombo language
Q11173166	en	Baudo language
Q11173166	en	Emberá-Baudó
Q11173588	en	Benyadu'
Q11173588	en	Nyadu’ language
Q11182000	en	Kulon language
Q111938833	en	Ngwa language
Q11194	en	Bosna-Serai
Q11194	en	City of Sarajevo
Q11200640	en	Baikeno language
Q11200640	en	Baikenu
Q11200640	en	Baikenu language
Q11207813	en	Anasi language
Q112131902	en	Begusarai Maithili
Q11214797	en	Adasen language
Q112169115	en	Rijal Alma language
Q112169115	en	Rijāl Almaʿ
Q1121983	en	Ilisimatusarfik
Q11220654	en	Chocó
Q11220654	en	Embera language
Q1122171	en	BUT
Q1122171	en	BUT Brno
Q1122171	en	vut.cz
Q1122171	en	Vysoké učení technické v Brně
Q1122188	en	Erromintxela language
Q11222271	en	Wab language
Q11250166	en	Honam dialect
Q11250166	en	Jeolla dialect
Q11250166	en	Jeolla Korean
Q11250166	en	Seonam dialect
Q11251864	en	Ge
Q11252539	en	Abipon
Q11252539	en	Abipón language
Q11252539	en	Callaga
Q11252539	en	Kalyaga
Q11260674	en	Mongol language (New Guinea)
Q112609315	en	Orang Pulo language
Q112622510	en	Lycaonian language
Q112657	en	Peć
Q112657	en	Pejë
Q112744654	en	Indramayu Sundanese language
Q112744654	en	Lelea dialect
Q112744654	en	Lelea Sundanese
Q112744654	en	Parean dialect
Q112744654	en	Parean Sundanese
Q112744654	en	Parean–Lelea dialect
Q11275553	en	Keliko language
Q112760813	en	Judeo-Urdu
Q112787165	en	Madurese, Sapudi language
Q112787165	en	Madurese, Sapudi Language
Q112787165	en	Sapudi Madurrse language
Q11280479	en	Ibani language
Q11288953	en	Meningo language
Q11288953	en	Moskona language
Q11288953	en	Sabena language
Q112893	en	Lomongo
Q112893	en	Mongo language
Q112893	en	Mongo-Nkundu
Q112957914	en	Houma language
Q11297920	en	Ncane language
Q1129925	en	Catholic University of Chile
Q1129925	en	Pontificia Universidad Catolica de Chile
Q1129925	en	Pontificia Universidad Católica de Chile
Q1129925	en	UC
Q1131055	en	CEFET-Paraná
Q1131055	en	Federal Technological University of Parana
Q1131055	en	Federal Technological University of Paraná
Q1131055	en	Universidade Tecnologica Federal do Parana
Q1131055	en	UTFPR
Q113157814	en	Carbon language
Q113157814	en	Carbon programming language
Q113157814	en	Carbon-Lang
Q113157814	en	Carbonlang
Q113245255	en	Mugom-Karmarong language
Q1133089	en	Tayo language
Q113410861	en	Tokita
Q113410861	en	Tokitin
Q113410861	en	Tukita
Q113411077	en	North Dargin
Q113411077	en	North Dargwa
Q113411077	en	Northern Dargin
Q1134292	en	Iceland Academy of the Arts
Q1134292	en	Listaháskóli Íslands
Q113430720	en	Old North African languages
Q113442170	en	Manus language
Q1134454	en	Santa Ana de Coro
Q1134606	en	Massey Agricultural College
Q113471585	en	Tiana language
Q113471585	en	Tobelo Tiana
Q1136926	en	Alice ML
Q1137652	en	maastrichtuniversity.nl
Q1137652	en	Rijksuniversiteit Limburg
Q1137652	en	UM
Q1137652	en	Universiteit Maastricht
Q1137652	en	University of Maastricht
Q1138351	en	Colonia Tovar dialect
Q1138351	en	Colonia Tovar German
Q1138374	en	Saint John's University
Q114	en	ke
Q114	en	Republic of Kenya
Q1140136	en	Oyala
Q1141484	en	Web
Q1142333	en	tlb
Q1142333	en	Tobelo language
Q114257	en	City of Education
Q114257	en	City of Flowers
Q114257	en	Skampis
Q1142924	en	UM
Q114451679	en	Paser language
Q1144565	en	Umeå universitet
Q1144565	en	umu.se
Q1144682	en	Beijing waiguoyu daxue
Q1144682	en	BFS
Q1144682	en	BFSU
Q1145306	en	Calcutta University
Q1145306	en	CU
Q1145414	en	Giudeo-Italiano
Q1145414	en	Italkian
Q1145414	en	Judaeo-Italian
Q1145414	en	Judæo-Italian languages
Q1145414	en	Judeo-Italian
Q1145414	en	Judeo-Italian language varieties
Q1145992	en	Gadjah Mada University
Q1145992	en	UGM
Q1146247	en	Customer Information Control System
Q114680388	en	Nueva Tlaxcala Nahuatl
Q1148613	en	Academy of Arts in Tirana
Q1148613	en	University of Arts in Tirana
Q114862486	en	Natuna dialect
Q114862486	en	Natuna Malay dialect
Q114862486	en	Natuna Malay language
Q115	en	et
Q115	en	Federal Democratic Republic of Ethiopia
Q1150105	en	the University of Tennessee in Knoxville
Q1150105	en	University of Tennessee, Knoxville
Q1150105	en	UT
Q1150105	en	UT Knoxville
Q1150105	en	UT-Knoxville
Q1150105	en	UTK
Q1150105	en	utk.edu
Q1152190	en	Ritsudai
Q1152190	en	Ritsumeidai
Q1152190	en	Ritsumeikan Daigaku
Q115220	en	Hiroshima Daigaku
Q115256	en	Taoyuan City
Q115256	en	Taoyuan County, Taiwan
Q115256	en	Thô-hn̂g
Q115256	en	Thò-yèn
Q115256	en	Thohng
Q115256	en	Thoyen
Q115256	en	to rhan
Q115256	en	toˇ ienˇ
Q115256	en	Tōen
Q115256	en	Toien
Q115256	en	Torhan
Q115256	en	Tōshien
Q115276	en	Antibari
Q115276	en	Stari Bar
Q115276	en	Tivar
